Caption,Platform,Search Query,Date of Collection,Link,Keyword Density (%),Readability Score,Caption Length,Hashtag Count,Hashtag Type,Post Timing,Sentiment Score,Caption Format,CTA Presence,Emphasis Style (%),Search Rank,Search Visibility,Caption Score,Top 20 Probability %
"Triple S lowering springs installation on the Toyota Vios Superman.
- Join countless others in the growing Triple S community in the Philippines.
- Average of 1.5 inches drop from standard stock height. 
- Currently the popular brand with the highest positive feedback from our local and international clients.
A.) Triple S Key Features: 
1. Safety - Improved control
2. Sport - Prevention of under & oversteering
3. Stability - Lowered stance
B.) 100% Taiwan Original:
1. Optimized height reduction providing comfort & stability.
2. Undergoes technical tests.
3. SAE9254 Cold forged silicon aluminum alloy material for durability.
4. R&D with Metal Industries Research & Development Center for KC Chassis Steering & Vehicle test.
5. Certification: ISO9001/ISO TS16949 
 We are a dealer of brand new, surplus, original & replacement parts. Offroad and Performance is our specialty.
Autobuff Motor Sales (Offroad branch):
- 667 Banawe st., corner N.S. Amoranto st., Q.C. 
- Beside Security Bank, Across Ersao, Near BDO Amoranto, Army Navy, Papa John's & Orthopedic.
- 87433207, 87111372 & 87433191.
Autospecs Motor Sales (Performance & OEM branch):
- 37H Banawe st., corner Dapitan st., Q.C. 
- Across Metrobank, Phil Biz Bank & Comglasco.
- 87323835, 87439376 & 87115046.
 Facebook Pages: 
- Autospecs Motor Sales
- Triple S Philippines
- Silvers Coilovers Philippines
- Raceday Specialist Philippines
- Autogauge Philippines
- Freepower Philippines
- Nashin Philippines
- Aftermarket Clothing
- Artsticker Philippines
- Jimny Offroad Philippines
- Cambo Suspension Philippines
- HC Winch Philippines
- Overland Philippines
 Instagram: 
- autospecs_autobuff
- triple_s_philippines
- silvers_coilovers_philippines
- nashin_philippines 
- overland_philippines
Our official hashtags:
#TeamAutospecs
#TeamAutobuff
#TripleSsuspension
#SilversCoilovers
#NashinBBK
#RacedaySpecialist1989
#FreepowerSdrive
#AutogaugeGauges
#Lightforce
#ARBTeamPhilippines
#OverlandTeamPhilippines
#Manila #Philippines #Cars #Car #CarsOfInstagram #CarPorn #CarLifeStyle #CarPhotography #InstaCars #InstaGood #Racing #LoweredLifestyle #JDM #Stance #Offroad #Offroading #OffroadNation #Overland #LiftedTrucks",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/1MTt7NsAMJ/,6.36,-182.97,220,30,4,20.3167,0.963,3,1,16.36%,63,0,-1.665219725,15.90625547
"Triple S lowering springs installation on the Toyota Innova. KYB Japan 4pcs shock absorbers also equipped.
- Join countless others in the growing Triple S community in the Philippines.
- Average of 1.5 inches drop from standard stock height. 
- Currently the popular brand with the highest positive feedback from our local and international clients.
A.) Triple S Key Features: 
1. Safety - Improved control
2. Sport - Prevention of under & oversteering
3. Stability - Lowered stance
B.) 100% Taiwan Original:
1. Optimized height reduction providing comfort & stability.
2. Undergoes technical tests.
3. SAE9254 Cold forged silicon aluminum alloy material for durability.
4. R&D with Metal Industries Research & Development Center for KC Chassis Steering & Vehicle test.
5. Certification: ISO9001/ISO TS16949 
 We are a dealer of brand new, surplus, original & replacement parts. Offroad and Performance is our specialty.
Autobuff Motor Sales (Offroad branch):
- 667 Banawe st., corner N.S. Amoranto st., Q.C. 
- Beside Security Bank, Across Ersao, Near BDO Amoranto, Army Navy, Papa John's & Orthopedic.
- 87433207, 87111372 & 87433191.
Autospecs Motor Sales (Performance & OEM branch):
- 37H Banawe st., corner Dapitan st., Q.C. 
- Across Metrobank, Phil Biz Bank & Comglasco.
- 87323835, 87439376 & 87115046.
 Facebook Pages: 
- Autospecs Motor Sales
- Triple S Philippines
- Silvers Coilovers Philippines
- Raceday Specialist Philippines
- Autogauge Philippines
- Freepower Philippines
- Nashin Philippines
- Aftermarket Clothing
- Artsticker Philippines
- Jimny Offroad Philippines
- Cambo Suspension Philippines
- HC Winch Philippines
- Overland Philippines
Our official hashtags:
#TeamAutospecs
#TeamAutobuff
#TripleSsuspension
#SilversCoilovers
#NashinBBK
#RacedaySpecialist1989
#FreepowerSdrive
#AutogaugeGauges
#Lightforce
#ARBTeamPhilippines
#OverlandTeamPhilippines
#Manila #Philippines #Cars #Car #CarsOfInstagram #CarPorn #CarLifeStyle #CarPhotography #InstaCars #InstaGood #Racing #LoweredLifestyle #JDM #Stance #Offroad #Offroading #OffroadNation #Overland #LiftedTrucks",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/12JkEYnqEzo/,6.36,-178.74,220,30,4,20.7833,0.953,3,1,16.24%,64,0,-1.662178774,15.94697393
Name a clothing brand that was popular when you were in High School,Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/1AoLdvkBQY/,15.38,89.52,13,0,0,13.9167,0.421,1,1,5.45%,65,0,-1.105587961,24.86943436
"Mags Unveils New Brand Ambassadors.
Mags Clothing, a leading Filipino fashion brand known for its empowering and elegant styles, has officially revealed its newest brand ambassadors under the leadership of Ms. Mags Cue. The exciting announcement introduces a powerhouse lineup of women who exemplify beauty, confidence, and grace.
Among the ambassadors are Ahtisa Manalo, newly crowned Miss Universe Philippines 2025, whose poise and elegance perfectly align with the Mags brand. Joining her are actress and beauty queen Winwyn Marquez, known for her charm and charisma, and Yllana Marie Aduana, a pageant favorite celebrated for her intelligence and advocacy.
This new collaboration marks another milestone for Mags Clothing as it continues to champion empowered Filipinas through fashion.
Mags Nationwide",Facebook,Filipino fashion brands,"June 16, 2025",https://www.facebook.com/pageanttalkofficial/videos/1607355049978629/,2.54,-71.38,118,0,0,21.85,0.991,3,0,5.05%,96,0,-1.188994288,23.34388548
"#silvers
#projectcar
#jdm
#jazz
#fit",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/18qvzjh7ra/,0,0,0,5,5,18.1667,0,3,0,100.00%,67,0,-2.452752208,7.923751836
SPADES-OFFICIAL.COM…,Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/v/16zM82aa4p/,0,-217.18,1,0,0,14.3333,0,1,0,95.00%,68,0,-1.980891502,12.12238354
"Since there are several manufacturers of clothes, it would be good if we have knowledge of most popular clothing brand. Monisa Modesty is famous for designing new products based on customer feedback and manufacturing it within a short period.
Monisa Modesty have more than 30 distributors around Philippines. And still receiving lots of inquiries almost everyday about how to be a Distributor of Monisa Modesty. Alhamdulillaah by the will of Allaah the Almighty It's a pleasure in serving you and hope we met your expectations.",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/197AVD6Huh/,3.53,-24.75,85,0,0,11.4333,0.912,2,0,3.60%,69,0,-1.273794531,21.8608383
"𝗘𝘅𝗽𝗲𝗿𝗶𝗲𝗻𝗰𝗲 𝘁𝗵𝗲 𝗾𝘂𝗮𝗹𝗶𝘁𝘆 𝗶𝗻 𝗝𝗮𝗽𝗮𝗻 𝗰𝗹𝗼𝘁𝗵𝗶𝗻𝗴! The brand is known for its unique and innovative designs, which combine traditional Japanese elements with modern streetwear. Gu Japan has become a popular choice among young people in Japan, and its products are sold in stores across the country. The brand has also gained international recognition, with its products being sold in stores around the world.
Tip: Send to our Ibaraki warehouse address, this is a fast moving brand for Buyandship!
 𝗚𝘂 𝗺𝗮𝗶𝗻 𝗽𝗮𝗴𝗲: https://bns.is/3J6MGXJ
 𝗪𝗼𝗺𝗲𝗻: https://bns.is/3XyT7r6
 𝗠𝗲𝗻: https://bns.is/3XyT7r6
 𝗞𝗶𝗱𝘀/𝗕𝗮𝗯𝘆: https://bns.is/3kxCZHH
𝗦𝗶𝗴𝗻 𝘂𝗽 𝗻𝗼𝘄 𝗳𝗼𝗿 𝗳𝗿𝗲𝗲 𝗮𝗻𝗱 𝗴𝗲𝘁 𝗣𝗵𝗽 𝟮𝟬𝟬 𝗢𝗳𝗳 𝘆𝗼𝘂𝗿 𝗳𝗶𝗿𝘀𝘁 𝘀𝗵𝗶𝗽𝗺𝗲𝗻𝘁: https://bns.is/3kzgJNE",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/15XiiNS935/,0.98,-30.23,102,0,0,13,0.904,3,1,28.05%,70,0,-1.057341095,25.78179026
"Thank You Ma’am Mhikhaela Caraan for supporting our brand 🥰❤️🔥
#getunderway #makethingshappen",Facebook,PH clothing brands online,"June 16, 2025",https://www.facebook.com/permalink.php?story_fbid=pfbid0EhyWPcZ1wy8GJ5zZe629GdNhMcQgois95XFSqhfnbVgrowba2A9fRrVaiqEA7q3bl&id=61550877522808,0,84.9,9,2,2,15.9333,0.938,2,0,20.37%,47,0,-1.844448915,13.65259763
"📌 CLASSIC BALE MIX TOP!!
45 each❗45 each❗45 each❗45 each❗45 each❗
All bangla not ph repro, legit supplier & direct bodega good for panimula to mga sis lalo na for live selling tubong lugaw kayo dito swiz as in!! 
• PAY NOW SHIP NOW!! 
• Bodega Sealed, No choosing!! 
• Assorted brands. ( zara,f21,h&m,shein etc..) 
• 20-30pcs designs per bale
• 70% with tag & etiketa 
• Branded overruns mall pull out, expect some of the cloths are have damage but still in good condition & ready to sell.
📩 Kindly message me for past transaction & proof of legitimacy!!
Join my group
https://www.facebook.com/RD-Online-Shop-109251461367240/",Facebook,PH clothing brands online,"June 16, 2025",https://www.facebook.com/permalink.php?story_fbid=pfbid0Rdq9d8g43fnmtbhwr3hskKc3BEpd871ZvFMkiM5mWDeJaZ4Xz9YEiNzqfotcowwrl&id=100069297000099,2.2,-18.47,91,0,0,12.8833,0.905,3,1,17.61%,14,1,-1.049209469,25.93769334
#MaineMendoza shows us how to make a statement with a fake Birkin from Saturday House. Discover the one-of-a-kind bag that’s taking over fashion: https://tinyurl.com/3wepuwch,Facebook,Fashion trends PH,"June 16, 2025",https://www.facebook.com/previewph.summitmedia/posts/pfbid02nvLgWQ25DsfTaYFouuLcb5y4qiPRi9eE2bxDwzFBcMhsTRM9N5pGyquhYzQTK7Ejl,4.35,54.75,23,1,2,2,-0.477,1,1,9.42%,42,0,-1.545003184,17.58091357
"Triple S lowering springs installation on the Ford Fiesta. 
- Join countless others in the growing Triple S community in the Philippines.
- Average of 1.5 inches drop from standard stock height. 
- Currently the popular brand with the highest positive feedback from our local and international clients.
A.) Triple S Key Features: 
1. Safety - Improved control
2. Sport - Prevention of under & oversteering
3. Stability - Lowered stance
B.) 100% Taiwan Original:
1. Optimized height reduction providing comfort & stability.
2. Undergoes technical tests.
3. SAE9254 Cold forged silicon aluminum alloy material for durability.
4. R&D with Metal Industries Research & Development Center for KC Chassis Steering & Vehicle test.
5. Certification: ISO9001/ISO TS16949 
 We are a dealer of brand new, surplus, original & replacement parts. Offroad and Performance is our specialty.
Autobuff Motor Sales (Offroad branch):
- 667 Banawe st., corner N.S. Amoranto st., Q.C. 
- Beside Security Bank, Across Ersao, Near BDO Amoranto, Army Navy, Papa John's & Orthopedic.
- 87433207, 87111372 & 87433191.
Autospecs Motor Sales (Performance & OEM branch):
- 37H Banawe st., corner Dapitan st., Q.C. 
- Across Metrobank, Phil Biz Bank & Comglasco.
- 87323835, 87439376 & 87115046.
 Facebook Pages: 
- Autospecs Motor Sales
- Triple S Philippines
- Silvers Coilovers Philippines
- Raceday Specialist Philippines
- Autogauge Philippines
- Freepower Philippines
- Nashin Philippines
- Aftermarket Clothing
- Artsticker Philippines
- Jimny Offroad Philippines
- Cambo Suspension Philippines
- HC Winch Philippines
- Overland Philippines
 Instagram: 
- autospecs_autobuff
- triple_s_philippines
- silvers_coilovers_philippines
- nashin_philippines 
- overland_philippines
Our official hashtags:
#TeamAutospecs
#TeamAutobuff
#TripleSsuspension
#SilversCoilovers
#NashinBBK
#RacedaySpecialist1989
#FreepowerSdrive
#AutogaugeGauges
#Lightforce
#ARBTeamPhilippines
#OverlandTeamPhilippines
#Manila #Philippines #Cars #Car #CarsOfInstagram #CarPorn #CarLifeStyle #CarPhotography #InstaCars #InstaGood #Racing #LoweredLifestyle #JDM #Stance #Offroad #Offroading #OffroadNation #Overland #LiftedTrucks",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/16RxCZ7dNY/,6.39,-181.56,219,30,4,20.6333,0.972,3,1,16.38%,74,0,-1.668031361,15.86868261
"Silvers Coilovers installation on the Toyota Corolla AE100 
- Join countless others in the growing Silvers community in the Philippines.
- Currently the popular brand with the highest positive feedback from our local and international clients. 
Silvers Neomax Coilovers specs:
- Heavy duty STANDARD front top mount plates
- Fully adjustable height 
- 1 year warranty
- 24 levels of soft and hard dampening
- Increased stability with STIFFER and STRONGER suspension feel
- 52mm carbon steel
- 44mm linear internal piston
- Monotube shock design
- IP F.A. 5w damper oil
- Cold-bent SAE9252 coilsprings
- Powder painted
- Rebuildable parts
- Full aftermarket support from Silvers Head Factory at Taiwan
- Professional manufacturing experience and certification since 1999 
 We are a dealer of brand new, surplus, original & replacement parts. Offroad and Performance is our specialty. Established since 1989.
 Shopee account: https://shopee.ph/lancebanawe?smtt=0.0.9
Autobuff Motor Sales (Offroad branch):
- 667 Banawe st., corner N.S. Amoranto st., Q.C. 
- Beside Security Bank, Across Ersao and Near BDO Amoranto, Army Navy & Orthopedic.
- 87433207, 87111372 & 87433191.
Autospecs Motor Sales (Performance & OEM branch):
- 37H Banawe st., corner Dapitan st., Q.C. 
- Across: Metrobank, Phil Biz Bank & Comglasco.
- 87323835, 87439376 & 87115046.
 Facebook Pages: 
- Autospecs Motor Sales
- Triple S Philippines
- Silvers Coilovers Philippines
- Raceday Specialist Philippines
- Autogauge Philippines
- Freepower Philippines
- Nashin Philippines
- Aftermarket Clothing
- Artsticker Philippines
- Jimny Offroad Philippines
- Cambo Suspension Philippines
- HC Winch Philippines
- Overland Philippines
- EVA Racing 1989
#TeamAutospecs
#TeamAutobuff
#TripleSsuspension
#SilversCoilovers
#NashinBBK
#RacedaySpecialist1989
#FreepowerSdrive
#AutogaugeGauges
#Lightforce
#ARBTeamPhilippines
#OverlandTeamPhilippines
#Manila #Philippines #Cars #Car #CarsOfInstagram #CarPorn #CarLifeStyle #CarPhotography #InstaCars #InstaGood #Racing #LoweredLifestyle #JDM #Stance #Offroad #Offroading #OffroadNation #Overland #LiftedTrucks",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/1C88P8fLc9/,6.51,-171.54,215,30,4,16.3833,0.958,3,1,16.98%,75,0,-1.656759367,16.01974931
"Triple S lowering springs installation on the Mitsubishi Lancer Cedia. 
- Join countless others in the growing Triple S community in the Philippines.
- Average of 1.5 inches drop from standard stock height. 
- Currently the popular brand with the highest positive feedback from our local and international clients.
A.) Triple S Key Features: 
1. Safety - Improved control
2. Sport - Prevention of under & oversteering
3. Stability - Lowered stance
B.) 100% Taiwan Original:
1. Optimized height reduction providing comfort & stability.
2. Undergoes technical tests.
3. SAE9254 Cold forged silicon aluminum alloy material for durability.
4. R&D with Metal Industries Research & Development Center for KC Chassis Steering & Vehicle test.
5. Certification: ISO9001/ISO TS16949 
 We are a dealer of brand new, surplus, original & replacement parts. Offroad and Performance is our specialty.
Autobuff Motor Sales (Offroad branch):
- 667 Banawe st., corner N.S. Amoranto st., Q.C. 
- Beside Security Bank, Across Ersao, Near BDO Amoranto, Army Navy, Papa John's & Orthopedic.
- 87433207, 87111372 & 87433191.
Autospecs Motor Sales (Performance & OEM branch):
- 37H Banawe st., corner Dapitan st., Q.C. 
- Across Metrobank, Phil Biz Bank & Comglasco.
- 87323835, 87439376 & 87115046.
 Facebook Pages: 
- Autospecs Motor Sales
- Triple S Philippines
- Silvers Coilovers Philippines
- Raceday Specialist Philippines
- Autogauge Philippines
- Freepower Philippines
- Nashin Philippines
- Aftermarket Clothing
- Artsticker Philippines
- Jimny Offroad Philippines
- Cambo Suspension Philippines
- HC Winch Philippines
- Overland Philippines
 Instagram: 
- autospecs_autobuff
- triple_s_philippines
- silvers_coilovers_philippines
- nashin_philippines 
- overland_philippines
Our official hashtags:
#TeamAutospecs
#TeamAutobuff
#TripleSsuspension
#SilversCoilovers
#NashinBBK
#RacedaySpecialist1989
#FreepowerSdrive
#AutogaugeGauges
#Lightforce
#ARBTeamPhilippines
#OverlandTeamPhilippines
#Manila #Philippines #Cars #Car #CarsOfInstagram #CarPorn #CarLifeStyle #CarPhotography #InstaCars #InstaGood #Racing #LoweredLifestyle #JDM #Stance #Offroad #Offroading #OffroadNation #Overland #LiftedTrucks",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/16XH8xDagy/,6.36,-183.36,220,30,4,18.7667,0.963,3,1,16.33%,76,0,-1.66061339,15.96796738
"#FromTheArchives: Kathryn Bernardo Official is no stranger to changing into multiple outfits in one day and trying on different fashion trends; it is, after all, a part of her job as one of the country's most sought-after actresses. So when we asked her to comment on her past outfits, she was admittedly a little nervous. For this episode of Outfit Reactions, we scrolled through our March cover star's Instagram feed—dating back to 2012!—to show her how her style has evolved through the years.
Watch the video and find out whether she cringed or gushed about her past outfit decisions!",Facebook,Fashion trends PH,"June 16, 2025",https://www.facebook.com/previewph.summitmedia/videos/1926492277933614/,2.04,-16.95,98,1,2,1.0167,-0.556,2,0,4.21%,7,1,-1.485810747,18.45513442
"Kathryn Bernardo Official is no stranger to changing into multiple outfits in one day and trying on different fashion trends; it is, after all, a part of her job as one of the country's most sought-after actresses. So when we asked her to comment on her past outfits, she was admittedly a little nervous. For this episode of Outfit Reactions, we scrolled through our March cover star's Instagram feed—dating back to 2012!—to show her how her style has evolved through the years.
Watch the video and find out whether she cringed or gushed about her past outfit decisions!",Facebook,Fashion trends PH,"June 16, 2025",https://www.facebook.com/previewph.summitmedia/videos/302688298755578/,2.04,-16.95,98,0,0,12.5,-0.556,2,0,4.01%,65,0,-1.212315766,22.92915593
"Triple S lowering springs installation on the Chevrolet Cruze 
- Join countless others in the growing Triple S community in the Philippines.
- Average of 1.5 inches drop from standard stock height. 
- Currently the popular brand with the highest positive feedback from our local and international clients. 
A.) Triple S Key Features: 
1. Safety - Improved control
2. Sport - Prevention of under & oversteering
3. Stability - Lowered stance 
B.) 100% Taiwan Original:
1. Optimized height reduction providing comfort & stability.
2. Undergoes technical tests.
3. SAE9254 Cold forged silicon aluminum alloy material for durability.
4. R&D with Metal Industries Research & Development Center for KC Chassis Steering & Vehicle test.
5. Certification: ISO9001/ISO TS16949 
 We are a dealer of brand new, surplus, original & replacement parts. Offroad and Performance is our specialty. Established since 1989. 
Autobuff Motor Sales (Offroad branch):
- 667 Banawe st., corner N.S. Amoranto st., Q.C. 
- Beside Security Bank, Across Ersao, Near BDO Amoranto, Army Navy, Papa John's & Orthopedic.
- 87433207, 87111372 & 87433191. 
Autospecs Motor Sales (Performance & OEM branch):
- 37H Banawe st., corner Dapitan st., Q.C. 
- Across Metrobank, Phil Biz Bank & Comglasco.
- 87323835, 87439376 & 87115046. 
 Shopee: https://shopee.ph/lancebanawe?smtt=0.0.9 
 Facebook Pages: 
- Autospecs Motor Sales
- Triple S Philippines
- Silvers Coilovers Philippines
- Raceday Specialist Philippines
- Autogauge Philippines
- Freepower Philippines
- Nashin Philippines
- Aftermarket Clothing
- Artsticker Philippines
- Jimny Offroad Philippines
- Cambo Suspension Philippines
- HC Winch Philippines
- Overland Philippines 
Our official hashtags:
#TeamAutospecs
#TeamAutobuff
#TripleSsuspension
#SilversCoilovers
#NashinBBK
#RacedaySpecialist1989
#FreepowerSdrive
#AutogaugeGauges
#Lightforce
#ARBTeamPhilippines
#OverlandTeamPhilippines 
#Manila #Philippines #Cars #Car #CarsOfInstagram #CarPorn #CarLifeStyle #CarPhotography #InstaCars #InstaGood #Racing #LoweredLifestyle #JDM #Stance #Offroad #Offroading #OffroadNation #Overland #LiftedTrucks",Facebook,Popular clothing brands Philippines,"June 16, 2025",https://www.facebook.com/share/p/15dnNKRNz2/,6.42,-176.26,218,30,4,13.95,0.963,3,1,16.30%,79,0,-1.644115904,16.19057887
